date,media,client_id,client_name,campaign_id,campaign_name,clicks,impressions,investment
15/01/2020,Percycle,49c3e975-6a0c-4644-9648-e86894c4568e,Eichmann-Schulist,SOWMVM-113,Broadscale Sedge,640,412,565.08
29/03/2020,Facebook,d5940be0-6453-4f9b-8d3f-f25f6b3dd018,Gutmann Group,YIQEDP-412,Pseudobryum Moss,388,49,916.94
12/02/2020,Facebook,428832aa-9078-4968-90c2-f333ac15afe8,"King, Lakin and Ferry",TDNDYC-116,Johnny-nip,198,590,853.92
08/06/2020,Facebook,1fb9ab88-5792-4853-9ff5-1f2d8e166da4,Watsica LLC,UPVRMI-608,Branching Phacelia,776,611,859.55
16/05/2020,Percycle,176f76a8-93ee-40ce-ac6c-d930af9b175c,Sauer and Sons,FONMVE-259,Rim Lichen,42,622,675.33
26/02/2020,Facebook,21821b7f-669f-4f72-93d8-f472224e3f7b,"Mueller, Lowe and Ledner",ASGFIU-762,Roseling,164,56,328.42
19/01/2020,Percycle,bdf5f156-4e99-400e-8d0c-4d73f777bf6b,Smitham Group,BLBULZ-087,Mountain Evening Primrose,315,927,558.5
17/05/2020,Criteo,ef6a933a-06e4-48e3-b03a-2447ffc3a2ac,Kihn and Sons,CBUDQN-865,Velvet Ash,967,255,455.8
07/06/2020,Twitter,a5fe33bc-3eff-475c-b724-04cfe1e39e9e,"Romaguera, Berge and Swaniawski",VYFLZH-775,Giant Red Indian Paintbrush,749,320,366.98
29/06/2020,Google,b98a944e-3555-4cf6-bff4-791bc27c01ec,"Lemke, Mann and Lang",BPZBAU-166,Hymenostylium Moss,633,554,508.48
04/08/2020,Facebook,6e40eda6-ec98-479f-a28f-2fab045f1c2c,Marvin-Orn,SEIIMO-927,Mallow,399,334,891.08
10/08/2020,Verizon,19cf23ec-1b1e-4663-834c-e97f68083f7e,"Dach, Schmeler and Gulgowski",NVUKAR-156,Asian Ghostweed,173,612,36.37
09/07/2020,Verizon,ac08be48-c541-422a-985c-295260c61ac5,Stiedemann-Russel,GHUITB-728,Flatspine Stickseed,914,629,310.44
22/07/2020,Percycle,aec85b90-4c14-4753-a274-844aaf95e790,"Legros, Daugherty and Kilback",FPKCGU-107,Atwood's Buckwheat,496,191,942.65
05/04/2020,Facebook,f9501218-9411-459b-906c-d5ad6b01b546,Olson Group,JBLVBK-242,Pineland Pinweed,932,393,34.18
05/03/2020,Percycle,10c5db66-d64b-4eb1-aafa-f29069ae60f1,"Tromp, Howe and Carter",ZMQYKY-468,Sea Putat,129,982,488.04
11/01/2020,Facebook,27c1ce14-77b2-4d8c-9f3b-a8375d0c711d,Watsica LLC,WWZBMR-607,Churchmouse Threeawn,470,474,227.19
09/01/2020,Criteo,24fef7f5-6529-49c5-ab36-d120d7193100,Jacobs-Gutmann,PZVMRG-082,Esmeralda Buckwheat,194,481,504.42
15/04/2020,Twitter,dad97cbe-8ca6-42b7-a3c7-fe35437aca07,Schamberger-Mann,EFSOHT-493,Boreal Sagebrush,618,885,407.5
24/06/2020,Criteo,c8a3c3f7-b1a8-4c28-9a42-cb364640d038,"Macejkovic, Luettgen and Heidenreich",RHYQIE-725,Gyalidea Lichen,445,557,150.83
10/06/2020,Google,4c74a42c-0b87-4bc7-bce6-28dd16f8c598,"Denesik, Klein and Sawayn",JWXZGB-019,Fringed Passionflower,661,24,816.07
27/04/2020,Facebook,607bce87-9827-49cd-a8cc-d6120f0f4698,Ledner Group,KKSDOC-869,Columubia Rush,945,588,187.19
04/06/2020,Percycle,ae8368af-b68f-4655-916f-cb7ffef78721,Ferry-West,LGPIQD-738,Saelania Moss,434,790,422.11
19/04/2020,Facebook,267927fa-860a-4240-b0cc-92040e886557,Altenwerth-Gerlach,LRZVBL-207,Thompson's Buckwheat,622,938,197.09
02/06/2020,Twitter,3662be62-991b-4135-865b-e2b52efe8838,Hudson LLC,BACXTR-651,Woollypod Milkvetch,554,384,83.74
09/07/2020,Google,df83f99c-6b58-4fb0-8d07-32a7d0eb1f51,"Streich, Christiansen and Kerluke",TOVYOL-498,Pyrenocollema Lichen,808,471,640.87
27/04/2020,Google,9c58cc8e-d9e8-46bc-b89b-9b7f42f13d34,"Lebsack, Keebler and Quitzon",XXZDYV-589,Carpet Grass,773,876,718.22
19/05/2020,Google,8d699373-c527-4786-a7aa-2a77ac71b86a,Heaney Inc,FHFNFP-987,Threepetal Bedstraw,187,747,255.8
25/03/2020,Criteo,4662e757-572a-475e-8aab-19e2240cb87d,"Bailey, Dibbert and Monahan",YCERSG-431,Calopadia Lichen,164,491,16.41
21/04/2020,Facebook,5e9b1ca1-c122-4710-9a51-6b9ab803c79d,Osinski Inc,ALODPD-552,Ross' Avens,896,42,850.89
21/06/2020,Facebook,20e60f81-a42b-4103-a2be-8781898170fc,Treutel-Douglas,FBUWXY-015,Oblong Bluecurls,696,366,639.83
14/05/2020,Google,54ea7cb2-d965-4bf4-bd8a-4e1c868ef9ef,Rohan-Olson,QZTQJB-821,Mandarin Lime,806,995,61.51
17/04/2020,Percycle,f0fe7d9b-f27b-4f91-85ca-f208c14ce942,Friesen-Schultz,HLBFRY-370,Zollinger's Fissidens Moss,324,724,567.73
30/03/2020,Percycle,582533d2-c233-4ee6-b44a-d4d915025114,"Roberts, Marquardt and Kuvalis",QVHVVC-454,Gulf Pipewort,489,419,62.87
17/05/2020,Twitter,a7c7874e-f771-4216-9f27-14226f8f496f,Osinski LLC,RBEVGA-554,Northern Wildrice,799,189,598.29
13/08/2020,Google,21cd6cdb-3b82-42af-b916-f33bb75a6b97,Grady-Toy,IFEZSS-797,Fragrant False Garlic,463,721,555.69
29/05/2020,Google,ff27eb64-caee-4f59-bba8-b9a0133a2a93,Cassin-Emmerich,CSCYRV-199,Mustard,67,184,813.75
02/02/2020,Percycle,1ef68640-3dc0-47a8-adbb-759e48a3ab4e,Davis LLC,OZSHXU-249,Alkali Seaheath,1000,55,905.82
08/01/2020,Percycle,bd2b69d1-4e6d-408e-a73b-375e45393fc3,Ruecker-Miller,DXZEKW-285,Tuerckheimia Moss,691,243,908.83
08/02/2020,Facebook,26a9064f-9f87-4455-b216-1ba118513eca,Jones-Lemke,DIWKWN-717,Pocono Plateau Dewberry,487,706,92.97
17/06/2020,Facebook,079cf35c-124d-4bcc-bb48-8c7f024a7141,"Jerde, Hauck and Hackett",MSLYIF-443,Oneflower Helianthella,715,379,310.74
03/08/2020,Percycle,193c4a73-37be-4cd5-82bc-e343870fc401,Lubowitz-Spencer,GBVWQQ-749,Mexican Rush,368,448,751.23
12/05/2020,Percycle,398fa50f-f883-4256-8046-40b634d9cfcf,Kreiger LLC,TSLFMD-360,Porsild's Bluegrass,834,941,219.89
29/06/2020,Google,43b25495-8328-43cc-bc12-2a361bc0db85,Beatty Group,FPCKDX-737,Plumed Rockcap Fern,473,932,26.42
25/06/2020,Twitter,618fc56e-fd25-4e85-a7a6-848aba1d76a1,"Smitham, MacGyver and Rogahn",IKZROY-592,Navajo Fleabane,688,352,891.53
15/04/2020,Facebook,3527bbde-f19d-4fc4-b9a7-72e98d7f9e27,Feil Inc,VEKJFO-886,Doubtful Knight's-spur,980,841,213.52
12/04/2020,Google,c2832772-bec8-48e6-8bda-63c6d501a2ec,"Quitzon, Schowalter and Brekke",QMANOG-727,Common Plantain,845,588,335.76
10/02/2020,Percycle,f7e950f0-1666-4a20-95c0-7fa7b1fb67c5,"Walker, Klocko and Volkman",CYKWHJ-693,Winter Vetch,279,247,643.46
01/02/2020,Twitter,9475209b-5052-42e5-92ce-31fb21e4047e,"Klein, White and Gottlieb",LTZKQT-753,Helmet Flower,623,30,566.73
26/04/2020,Percycle,016dd1ab-6bab-41d4-9ba6-f600b5f030d3,Nienow-Powlowski,KQMOJA-753,Pricklypoppy,729,68,180.28
26/05/2020,Percycle,20583cb5-cc68-41ab-9719-48296ef53ffc,Hartmann-Moore,SIWMIQ-022,Crescent Milkvetch,283,481,939.11
11/06/2020,Google,0c660ff9-1a33-435b-9a5f-8d845fd6d7ea,Johnston-Senger,LSEKLK-635,Scepterbearing Fleabane,424,383,416.4
12/06/2020,Google,c29ca86c-be62-4148-9ede-2aac9707ee9d,Howe-Ruecker,EYEIRH-437,Koolau Range Papala,808,353,269.98
09/08/2020,Percycle,12122c5a-987d-4ce1-aa1f-577c452490d7,Rowe-Schultz,XDSANW-958,Aquarius Plateau Indian Paintbrush,350,429,771.24
01/01/2020,Criteo,8bc31501-522e-4ff9-ac26-25a5d1470131,Oberbrunner-Murphy,MLGKHC-892,Swamp Boreal-daisy,267,629,526.19
11/02/2020,Google,cfd0da5e-ec25-4267-a0c7-e8b055574cf0,Upton-Wintheiser,NHTYQW-802,Ophioparma Lichen,802,633,875.08
24/02/2020,Verizon,3d28e117-1544-4ef6-b5ef-50c641697309,Torp LLC,LMQFEF-463,Parish's California Tea,600,143,40.75
18/02/2020,Criteo,f6df9615-9256-470a-bd06-646c0523efbe,"Trantow, Beatty and Schaefer",OZIIWZ-757,Lindberg's Sphagnum,884,152,255.3
21/02/2020,Twitter,17fdd7a6-66b6-44d6-b2e2-caa3452ba3db,Little-McCullough,GFSIVG-751,Columbian Milkvetch,575,852,514.48
15/01/2020,Twitter,79631d1a-daf7-4a9b-8a14-f5c5eea400cf,Considine Inc,MHZBCG-508,Spreading Windmill Grass,997,872,989.93
15/03/2020,Google,01e919d5-564d-4fd7-a223-c22d6c214a53,Klocko-Schaden,URIBFI-590,Hooker's Scratchdaisy,216,399,412.21
08/05/2020,Percycle,3a54d3dc-5fc3-4537-945b-60f7333c6405,Denesik-Ritchie,TCUEMG-516,Bride's Bonnet,544,37,243.34
24/03/2020,Verizon,11d42ecb-9407-4b90-bb59-bfcbe4fe612d,Torphy LLC,TYOAWS-232,Dog Figwort,366,525,441.39
03/03/2020,Criteo,62052500-f45e-4085-aa0e-cc6274fccade,Kassulke-VonRueden,RRZGJJ-485,Pallid Hoptree,239,626,662.77
04/05/2020,Google,fd9cdc7b-5eb2-4f23-b0b7-3c83b6ecb196,Nicolas Inc,YPOPVG-462,Ciliate Reindeer Lichen,820,158,901.55
06/01/2020,Google,45dd8a0e-96d4-444a-920b-26faaf564ab3,Walker and Sons,BKIDGK-809,Staghorn Fern,582,657,758.46
30/08/2020,Facebook,380b90b1-1a6d-4746-b619-67fa3c77afdf,Predovic-Jacobs,YNOJEM-662,Belladonna,75,778,296.26
21/06/2020,Verizon,f4ba1554-ce6d-4a83-94ab-7303ff05b072,"Collier, Paucek and Legros",IKYCSA-652,Hybrid Violet,938,461,579.2
11/03/2020,Criteo,45e9c792-5944-48ea-ae75-fa604cab15bf,Stehr Group,JDGEXD-088,Soldier's Orchid,656,968,631.62
23/08/2020,Twitter,02b2944d-39cf-4e6f-8e03-387b03fbb3b2,Klein-Bechtelar,XMPLBN-987,Shell Lichen,917,551,874.52
04/02/2020,Twitter,de86af5e-4f4f-4ee3-8b9b-2305d1d33329,"Powlowski, Klein and Funk",WWWUFP-101,Rendle's Meadow Foxtail,98,407,844.01
18/07/2020,Verizon,eb7af1cc-651a-4bf4-97d4-967e7da96f11,Heller and Sons,RDFBPH-987,Batesburg Hawthorn,316,815,868.12
05/03/2020,Percycle,8303f6a3-8d88-4995-8371-1b13a8af8534,"Carroll, Greenholt and Barrows",ZIFEHL-546,Acacia,58,111,347.64
23/06/2020,Google,e7d9a344-9a5c-4638-a0e5-4f1192bb1d95,"Marks, Hickle and Renner",XQUMKZ-335,Mutis' Flatsedge,587,864,622.09
09/04/2020,Facebook,5c3c2c60-83ef-44cc-8c07-d0b816810c87,Ankunding-Bernier,NBUWYY-168,Johnsongrass,134,514,286.42
25/08/2020,Criteo,22bebd7d-d0e7-42b7-8f6c-1a060c775050,Price-Stark,VAIWQK-076,Widefruit Sedge,450,628,390.36
23/04/2020,Facebook,34b6b76d-219e-4476-b9a1-376868e939d6,"Gottlieb, Hamill and Funk",TZOMXW-237,Peashrub,764,395,85.16
07/05/2020,Criteo,3014cd08-4642-4ca8-b3de-06b8c932c2f0,Glover-Bernhard,DQSJHT-397,St. Andrew's Cross,650,634,449.42
26/01/2020,Google,9888ba16-6bec-4546-a0ed-7832d2e9d91a,Jerde Inc,OYDXMN-438,Lindheimer's Bladderpod,463,380,639.56
13/06/2020,Twitter,45e83388-33fe-4767-9c87-12119fd886fb,Shields Inc,VSFKWO-795,Campylopus Moss,905,376,379.84
15/05/2020,Criteo,22f5797d-6124-41c3-912c-1a9b1620897f,"Rice, Reynolds and Blick",XAEYTD-487,Cornish Mallow,526,438,238.96
30/04/2020,Verizon,3419d594-f966-457c-8aea-8ff9c589dbd1,"Wisoky, Morissette and Lockman",LMXVLZ-129,Oblong Salvinia,487,764,837.68
27/01/2020,Facebook,e767a190-8c78-4cde-9903-1e7abbe94a21,Runte-Lynch,KTGPMS-806,Ammi,666,865,535.05
14/06/2020,Verizon,07c31e71-a907-42f5-8900-bf4d6c96ba47,Sawayn Group,IRSIDL-236,Gollania Moss,267,317,621.22
21/04/2020,Facebook,bfcf2fa6-6764-4fc8-ae56-c127121f7de4,"Sawayn, Koelpin and Legros",IDBOJX-930,Ragged Robin,582,364,269.93
16/04/2020,Google,f67fce03-eeb3-4ba1-9750-1c0a071997de,O'Hara-Franecki,BGLOWM-412,Tetragonia,457,430,665.09
20/03/2020,Percycle,f18a0632-1dbc-4947-a3fd-b32317860342,Mohr-Marvin,HIOFQS-513,Bog Aster,56,952,592.14
08/06/2020,Facebook,dfd591a2-ee04-4672-a7a5-f4be436c21e3,Reilly-Altenwerth,JZUBZO-227,Legousia,295,719,257.37
10/07/2020,Criteo,0a4ce175-3205-4526-9a91-0ed899c77991,Brakus-Feest,GRHWKY-421,Easterbonnets,642,377,367.07
06/03/2020,Google,1f56c3cd-7bbe-4255-ac8b-e659595c22ab,Dare-Carter,YLMLZW-883,Banana Yucca,146,279,895.12
25/01/2020,Facebook,e702e6ed-7458-496b-aaae-18cdbe8a24a3,Gislason LLC,SPBAJE-752,Dark Raspberry,904,224,635.97
06/08/2020,Verizon,1b03b3e3-3703-477b-aebb-27aeb1d4d670,Jacobi Inc,YJNTCD-612,Ballou's Melicope,482,939,210.33
15/02/2020,Verizon,f4b11211-df0c-4fd3-ac38-8360e7f6d824,"Stanton, Padberg and Runte",DOQKFC-318,Bigflower Tellima,530,817,495.62
17/07/2020,Facebook,e0da759a-0c4f-4887-a993-a4dfc1057f4c,Leffler-Hackett,ZWCKKD-765,Pinesap,731,915,257.24
05/03/2020,Percycle,44f530ec-4553-41bb-ae93-9cf11a92bec9,"Braun, Weber and Spinka",FPURXP-082,Marsh Violet,397,398,580.59
08/05/2020,Criteo,b19648b1-bde3-46f4-9c32-b3185952b7ae,Witting-Fahey,AMSNBQ-726,Club Lichen,775,921,451.71
14/01/2020,Google,34e32079-67b4-4828-9b69-dc2204510bda,"Lind, Stracke and Rath",BKCTOL-872,Utah Sweetvetch,696,577,237.16
27/04/2020,Criteo,c15e78df-036e-4f69-85cd-463858d32727,"Zboncak, Daniel and Mayert",WULVDA-064,Boston Ivy,92,525,911.77
13/06/2020,Facebook,f2fd8a09-b4eb-4101-a991-395f0f90f5a7,Koepp-Beahan,ATCDHP-474,Hypnum Moss,749,860,587.56
28/05/2020,Facebook,16c5e2f6-f89b-4e49-b988-0c1bc7ce4fc4,Lindgren-Gusikowski,BREITD-265,Cherangani Clover,908,944,716.81
31/03/2020,Google,d52b6f20-a637-43f6-b7d3-485ee16aff95,Ankunding Inc,AXEAIR-497,Dot Lichen,592,702,198.99
21/05/2020,Google,e41a8834-bf91-43c5-b871-15555d38bd1b,"Blanda, Bahringer and Becker",WTCZXE-363,Great Lakes Sandcherry,222,260,66.81
30/06/2020,Google,a337b7ee-c13a-472d-b874-094544dd4c91,Gibson-Wilderman,QDEJMS-618,Woodbalm,670,264,422.35
27/01/2020,Google,2a580169-6bf6-4065-943b-786e9d905c51,Yost LLC,RHGQLG-610,Wetherill's Milkvetch,444,735,737.49
15/06/2020,Twitter,0d16ff38-af31-444c-8229-0e02805ff85d,"Kessler, Gleichner and Hodkiewicz",PCFNTE-705,Falsegold Groundsel,798,555,638.1
19/08/2020,Verizon,95a7109a-1bc5-4393-9d56-0d8d4fe8a0df,Dibbert-Boehm,WKRURU-300,Arctic Bryum Moss,56,111,667.78
07/06/2020,Criteo,c92799ff-93a5-4b72-ae31-8d376fec1d06,Labadie-Prosacco,LTZJIJ-199,Grimmia Dry Rock Moss,287,777,251.88
16/01/2020,Facebook,101dd3b8-f69a-4e5f-a32c-9970211e1643,"Johnson, Ryan and Hills",WMLTCO-485,Lecidea Lichen,479,706,422.35
15/06/2020,Twitter,b032b010-8377-45d9-9f6a-8d03befd3b9b,Yost and Sons,ZENGKC-849,Tropical Pondweed,511,826,809.84
24/04/2020,Percycle,5346a63d-127f-44dc-89a2-08ad6a3f51b2,Larkin-Leuschke,KKGRLC-638,Stiff Greenthread,222,796,67.15
03/06/2020,Twitter,0909543f-524b-4cb3-b38c-45cf0128f6fb,"Mohr, Hamill and Hackett",YSMXWP-980,Perennial Soybean,368,153,658.09
21/05/2020,Twitter,cfdfa10f-8f90-4191-8156-512f4d08fe20,Mraz-Hilll,XDRTTT-659,Fourleaf Mare's-tail,310,692,714.21
12/02/2020,Google,d07dcaec-c3de-4dd9-9989-bfc3fa69bac2,Hane-Thompson,KYDQBM-010,Pleuroziopsis Moss,785,714,999.9
22/04/2020,Facebook,3be633a5-49b0-4ba4-9613-7b28353412eb,"Schmitt, Conroy and Johnson",WWDHOZ-736,Yellow Mountain Saxifrage,404,85,129.41
16/08/2020,Verizon,34a0fdc9-4358-4200-b1b3-5523288a8e65,Wolff-Brakus,QRFBGO-651,Purple Poppymallow,595,891,305.24
08/03/2020,Criteo,c5ffecc6-4ee6-404c-b5de-1a83c06fd770,Zemlak-Schmidt,QLSFET-144,Alternateflower Watermilfoil,291,623,209.0
31/01/2020,Percycle,c512e0bf-bad4-4ff4-a706-fab134eacb49,Hirthe-Huels,FXUOOM-939,Disc Lichen,444,674,230.9
19/06/2020,Facebook,be8cf0ec-aec5-43ec-9dc3-5255d77cf752,Dibbert Group,ORWLJG-439,Macdonald Oak,760,319,287.42
30/07/2020,Criteo,09b5fbda-48e2-4e01-8415-a1efe89f6eea,Veum-Heathcote,FLUWSA-696,Wedge Sandmat,677,835,940.83
24/01/2020,Google,a511200e-7f81-4b23-b531-e4eb135191ad,"Ledner, Kuhlman and Durgan",ZSMTJQ-681,Stanford Orange Lichen,435,647,208.81
08/02/2020,Google,57fed1f7-9be4-4f7b-9226-6d29f30aa386,Tromp-Jacobson,LORPTN-521,West Indian Bluestem,765,28,340.91
03/03/2020,Verizon,115b7eef-2a80-43f3-b2aa-709c10054780,Prohaska-O'Connell,FOIMVT-914,Malibu Baccharis,569,758,292.29
29/05/2020,Criteo,737e3265-ca5a-48ff-81ae-cf8b2bfe6b0d,Hills-Mayer,YVJYPM-339,Furcraea,445,292,360.91
19/07/2020,Twitter,85b59422-989c-4bb0-b31c-02253db6f136,Renner-Boyle,JRYGJC-209,Ballou's Melicope,457,522,528.07
18/07/2020,Twitter,f9d35601-ad26-4c20-9f4b-4b5e381184ab,"Carter, Weimann and Jakubowski",NVABCV-760,Nephelium,488,136,477.09
05/08/2020,Verizon,0f71527d-6b72-49eb-be12-9038ab94139f,"Spencer, Thiel and VonRueden",QVALHJ-922,Southern Lipfern,892,326,958.98
22/02/2020,Percycle,902cd0ac-4a91-4374-9a6e-6a39f313e25a,"Von, Reichel and Marquardt",EJDXFR-906,Tahitian Gooseberry Tree,873,545,981.4
05/07/2020,Percycle,873fca97-de59-49ab-be73-c26909415394,Conroy LLC,HSSQBN-508,Orange Lichen,946,660,842.06
24/02/2020,Twitter,4f970fc5-c787-47b7-922b-ec86e560e1db,"Olson, Bode and Beatty",ESQMDL-990,Long's Sedge,441,913,756.97
05/03/2020,Criteo,d5dce6be-0ebc-4187-9e72-aab7ac2d785f,Koelpin-Anderson,GNQSUS-855,Capillary Hairsedge,923,396,515.9
24/06/2020,Facebook,b665f428-6006-44c3-a62f-838f628ff109,Friesen-Flatley,YGRESJ-620,Parmotrema Lichen,535,584,288.42
28/08/2020,Twitter,da17b19a-c522-4ded-8855-49067d85c225,Gaylord-Simonis,TXPYXU-602,Pygmy Clover,945,68,934.57
25/02/2020,Facebook,bd42088b-e54e-4673-93ca-67c6bcce12cc,"Wisoky, Lind and Hintz",ADNUAU-129,Pipsissewa,813,787,798.19
31/01/2020,Criteo,66a677fe-a78e-4761-bbb9-9b24b9d96456,Carroll-Gorczany,MNTLOF-305,Tropical Ticktrefoil,346,969,606.96
06/05/2020,Google,fd34a96c-91ea-40bb-94b3-4aee8f0d0638,O'Hara LLC,WKMYYK-250,Wright's False Threadleaf,873,346,442.18
10/02/2020,Criteo,14aef9d1-8951-4b70-bb9a-2ebba6f2a91b,Bins and Sons,BIQNBO-843,Dalechampia,795,867,422.67
13/06/2020,Percycle,3997bcfd-1fab-41ba-a4c1-7d71e05e41f2,Muller Group,AZJZCA-191,American Dunegrass,550,78,84.43
11/01/2020,Percycle,91f7db7d-0655-4b35-b484-9e1fe1617ccf,McKenzie and Sons,HKWDJA-186,Lengua De Vaca,115,779,41.97
03/02/2020,Twitter,8da40ce9-dd93-402b-8cc8-7d7444765fa9,"Jenkins, Roberts and Gleichner",XWYRMI-445,Pasionaria De Cercas,566,950,329.66
19/05/2020,Criteo,513f2103-1706-4ae4-bc6b-0e07ffe29738,Beatty-Gibson,XLRUXM-976,Swampfire,731,58,867.24
02/07/2020,Facebook,c901b8d1-0972-4cd9-b1af-3485bf0a77dc,Larkin Inc,QPSEAK-551,Kidneyleaf Rosinweed,877,371,109.96
23/06/2020,Facebook,246fda3d-542c-44c8-8c18-ef2093d39b5f,Wisozk Group,TCNMBO-854,Baltic Sphagnum,686,698,482.36
17/03/2020,Percycle,e9ea3a3b-91be-4f22-8bd0-0bb0a57867fa,"Weimann, Marvin and Nikolaus",JTMBLU-767,Wart Lichen,482,235,157.71
05/05/2020,Percycle,36a8b2ed-2bfb-4865-b58d-717a4a49a78f,Rath Inc,TQBHOK-473,Alkali Milkvetch,873,817,977.63
02/08/2020,Verizon,fbccfebc-3fff-457e-abad-14269d4f7727,Price Inc,EVVVQK-020,Fascicled Beaksedge,754,535,607.0
30/05/2020,Facebook,cc281e38-14d1-4d6c-94e9-2ad5445bbd4a,Erdman-Bailey,ALUGCP-662,Shield Lichen,225,91,145.56
06/07/2020,Criteo,d73b8d65-41c1-4d0c-b97c-06f64e0c09d3,Kessler-Monahan,QZYCGX-424,Harbison's Hawthorn,950,426,977.14
28/05/2020,Criteo,fbecfa42-f1dc-4c18-bdbb-d8a3538a9051,Mosciski-Roob,XHCIOB-454,Missouri Gooseberry,831,253,267.86
21/07/2020,Twitter,a0f68f2e-b265-44a0-b7b4-5f37f6150b0b,Halvorson-Bernier,HGBYMJ-976,Ethiopian Dogstooth Grass,345,923,584.79
07/02/2020,Percycle,dbecce85-2f32-4063-9fab-44acf01501b8,Mayert-Satterfield,VVFVAP-912,Crabgrass,462,122,757.71
01/06/2020,Percycle,1018c2a1-43fd-4887-9a18-3d378867106f,Feeney-Bradtke,GKFIJX-081,Psilopilum Moss,227,30,275.75
05/03/2020,Percycle,9dd21969-8e63-4216-94d3-7c5391c134b6,Lehner-Dooley,NLUXPS-092,Douglas' Onion,906,563,478.14
30/06/2020,Facebook,94ca9675-566a-49a1-9d72-9f37aead5a7f,"Stanton, Dicki and Wyman",KTRAMW-155,Fremont's Chaffbush,416,536,217.49
28/02/2020,Facebook,e0f2c8fb-20c5-4a61-9696-55fa7991bfe4,"Sipes, Bruen and Kihn",XKWSBF-783,Streambank Wild Hollyhock,821,403,743.32
24/07/2020,Verizon,a202bba6-d424-4100-ac34-1168640d8e46,"Batz, Littel and Stokes",PWGTOK-542,Peregrina,251,589,405.87
13/05/2020,Google,c4d4b718-a668-4aed-9dce-b09e7381c984,Torp-Price,CUQNSQ-164,Turban Sedge,959,347,89.35
28/05/2020,Verizon,69f6cd6c-dae4-485b-b208-eddb33341352,"Sauer, Yundt and Hills",HEIMHA-199,Prairie Cordgrass,408,878,643.31
21/07/2020,Criteo,66bd90e2-57d6-4475-8d8b-f571a3c439c1,Becker and Sons,NJOSQV-660,Domingoa,693,986,305.92
12/01/2020,Criteo,8faeb937-320e-4f08-b0fc-7bdec8c7b953,Wolf-Collier,HWFTWQ-467,Slender Hairgrass,141,353,416.52
18/02/2020,Twitter,3f52bae7-60b9-4ec3-91f9-59692e0cf03a,"Strosin, Schiller and Feil",HEABVI-197,Arapaho Sedge,332,928,708.34
26/05/2020,Google,f1d0c3c9-1295-4627-930c-e69a3462e59e,"Renner, Feeney and Abshire",KZPOJT-920,Pericome,682,754,835.93
29/01/2020,Facebook,ec650672-ca96-4e05-8565-832cf1903165,Huel LLC,VCBHBN-196,Fan Spikemoss,145,904,860.36
18/07/2020,Percycle,0c260ea2-d885-4e18-9914-f4ba3f85606f,Adams Group,DLSBJR-588,Sea Dahlia,862,239,879.18
14/01/2020,Google,de54e0fa-db92-4538-bca6-d088fcca6ddd,Mraz LLC,NKNFAP-995,Salmonberry,909,437,50.47
29/04/2020,Google,5be4ae70-bcd3-47ee-bfda-bdf1b06866fe,"Sawayn, Russel and McGlynn",CMOIGA-900,Lellingeria,134,425,279.46
03/05/2020,Verizon,37429280-16f6-4410-a1b7-05798751d81b,"Trantow, Gibson and O'Reilly",SGLGVZ-109,Capitate Sedge,182,57,926.88
04/04/2020,Criteo,c8d55762-eb69-4221-975b-64b522126ba2,"Ratke, Schuster and Mayer",FZCRZM-165,Hawai'i Pearls,167,168,771.87
10/01/2020,Google,07c0b7a4-449c-492e-bc5f-6d0cd5bc57fe,"Goodwin, Dooley and Ernser",BVPFKT-497,Pereskia,323,359,86.47
07/06/2020,Twitter,53d7252d-aa9d-4a6f-ab16-ef326efc4778,Wilkinson and Sons,ZBKKVW-819,Southwestern Ringstem,664,288,697.47
01/08/2020,Criteo,c66ea05f-bc2f-4f43-a722-3b52a4ddd901,"Metz, Waters and Emmerich",XGAQLJ-138,Caribbean Pine,262,524,712.55
13/07/2020,Twitter,4036f7f7-189f-41f8-8521-4f7e9c5dbb7d,"Considine, Mante and Eichmann",CESLRI-422,Falsegold Groundsel,131,622,198.56
09/07/2020,Criteo,2b098914-a98a-4b55-b382-5ff672897733,Berge and Sons,CCNXGH-173,California Waterwort,668,955,213.48
11/05/2020,Verizon,c3cee9a1-d413-4006-9e11-e3bc93c41700,Greenholt LLC,UDKIWX-223,Douglas' Thistle,241,920,884.87
27/01/2020,Verizon,aed80dd0-f73c-4ee1-b745-a96ad049d69a,"Abernathy, Brakus and Runte",DJSDBU-132,Pensacola Hawthorn,290,759,593.85
11/01/2020,Twitter,4bf98db9-c426-4b7e-9544-429a5d53b799,Gulgowski-Schuster,NKFLWH-187,Alsia Moss,75,303,508.67
01/05/2020,Facebook,ce1af521-cae6-464f-906f-e75018a3f63f,Abbott LLC,WQNMUC-703,Bingen Lupine,372,175,158.89
27/05/2020,Criteo,1f949162-6b29-41a4-a16e-1cfb1915c25c,"Langosh, Nicolas and Beer",GPYULP-330,Late Honeysuckle,23,535,320.28
22/07/2020,Percycle,cdf655db-9234-480b-845d-fa5b2077b7cf,"Corkery, Muller and Lubowitz",HMNXOL-977,Sego Lily,983,261,791.66
13/06/2020,Verizon,73232846-04db-496f-9917-afbbd13bc2f8,Stoltenberg-Hettinger,DQZDDW-140,Lamiastrum,415,343,530.89
20/06/2020,Facebook,8cbd1087-7f9b-4c02-8849-d6c51f0dbc2b,"Hintz, Kassulke and Thiel",DZWMUL-991,Dialium,752,467,284.77
